ID,IBM,DATA,Status Atual
625,1014561,14/6/2017,PRODUTIVO
29656,1014583,10/6/2020,PRODUTIVO
5671,1014642,9/10/2017,PRODUTIVO
25429,1014667,28/1/2020,PRODUTIVO
714,1014724,20/6/2017,PRODUTIVO
6309,1014819,31/10/2017,PRODUTIVO
31360,1014822,14/8/2020,PRODUTIVO
15682,1014825,19/10/2018,PRODUTIVO
4280,1014911,4/9/2017,PRODUTIVO
11631,1014912,13/4/2018,PRODUTIVO
3932,1014970,28/8/2017,PRODUTIVO
31482,1014983,20/8/2020,PRODUTIVO
32706,1014986,28/10/2020,PRODUTIVO
10290,1015035,8/3/2018,PRODUTIVO
2468,1015098,31/7/2017,PRODUTIVO
31648,1015201,28/8/2020,PRODUTIVO
11446,1015212,9/4/2018,PRODUTIVO
31366,1015242,14/8/2020,PRODUTIVO
5835,1015488,17/10/2017,PRODUTIVO
3871,1015543,28/8/2017,PRODUTIVO
30551,1015545,20/7/2020,PRODUTIVO
15397,1015593,10/10/2018,DESATIVADO
158,1015629,26/5/2017,PRODUTIVO
31849,1015726,10/9/2020,PRODUTIVO
26654,1015787,14/2/2020,PRODUTIVO
7135,1015788,1/12/2017,PRODUTIVO
29108,1015905,26/3/2020,PRODUTIVO
463,1016057,6/5/2017,PRODUTIVO
8632,1016059,19/1/2018,PRODUTIVO
5597,1016067,6/10/2017,DESATIVADO
8863,1016068,26/1/2018,PRODUTIVO
31580,1016073,25/8/2020,PRODUTIVO
31489,1016076,20/8/2020,DESATIVADO
92,1016094,2/6/2017,PRODUTIVO
2479,1016124,31/7/2017,PRODUTIVO
30083,1016183,2/7/2020,PRODUTIVO
5331,1016287,4/10/2017,PRODUTIVO
4860,1016450,20/9/2017,PRODUTIVO
10454,1016451,12/3/2018,PRODUTIVO
5726,1016456,11/10/2017,PRODUTIVO
5139,1016600,27/9/2017,PRODUTIVO
6307,1016605,31/10/2017,DESATIVADO
225,1016608,6/6/2017,PRODUTIVO
12857,1016610,12/6/2018,PRODUTIVO
11859,1016713,20/4/2018,PRODUTIVO
30656,1016729,23/7/2020,DESATIVADO
29905,1016737,25/6/2020,SUSPENSO
2135,1016757,12/6/2017,PRODUTIVO
31420,1016849,18/8/2020,PRODUTIVO
4541,1016857,12/9/2017,DESATIVADO
55,1016858,2/6/2017,PRODUTIVO
1450,1016872,14/7/2017,PRODUTIVO
29851,1016873,24/6/2020,PRODUTIVO
10907,1016890,27/3/2018,PRODUTIVO
835,1016908,22/6/2017,PRODUTIVO
41285,1016909,22/9/2021,PRODUTIVO
38150,1016915,12/5/2021,PRODUTIVO
1108,1016916,29/6/2017,PRODUTIVO
510,1016917,11/5/2017,PRODUTIVO
41589,1016920,4/10/2021,PRODUTIVO
372,1016921,8/6/2017,PRODUTIVO
22893,1016922,18/7/2019,PRODUTIVO
41146,1016923,17/9/2021,PRODUTIVO
9652,1016926,15/2/2018,PRODUTIVO
798,1016927,21/6/2017,PRODUTIVO
2220,1016928,6/7/2017,DESATIVADO
2219,1016932,6/7/2017,PRODUTIVO
3813,1016990,25/8/2017,DESATIVADO
1138,1017032,30/6/2017,PRODUTIVO
30648,1017053,23/7/2020,PRODUTIVO
9787,1017110,20/2/2018,PRODUTIVO
29765,1017168,19/6/2020,PRODUTIVO
4496,1017177,11/9/2017,PRODUTIVO
2303,1017237,27/7/2017,PRODUTIVO
14557,1017280,6/9/2018,PRODUTIVO
7407,1017282,12/12/2017,PRODUTIVO
31394,1017296,17/8/2020,PRODUTIVO
13714,1017319,1/8/2018,DESATIVADO
31288,1017340,11/8/2020,PRODUTIVO
2563,1017361,1/8/2017,DESATIVADO
4617,1017362,13/9/2017,PRODUTIVO
33595,1017367,21/12/2020,PRODUTIVO
30581,1017376,21/7/2020,SUSPENSO
14071,1017418,15/8/2018,PRODUTIVO
14053,1017419,14/8/2018,PRODUTIVO
31677,1017442,31/8/2020,PRODUTIVO
31986,1017444,17/9/2020,PRODUTIVO
242,1017451,6/6/2017,DESATIVADO
40696,1017457,31/8/2021,PRODUTIVO
8339,1017458,11/1/2018,PRODUTIVO
40878,1017460,8/9/2021,PRODUTIVO
36651,1017461,2/3/2021,PRODUTIVO
8336,1017462,11/1/2018,PRODUTIVO
6384,1017472,6/11/2017,PRODUTIVO
6512,1017473,9/11/2017,PRODUTIVO
7112,1017474,30/11/2017,PRODUTIVO
709,1017478,20/6/2017,PRODUTIVO
39141,1017480,23/6/2021,PRODUTIVO
10790,1017490,23/3/2018,PRODUTIVO
24851,1017502,27/11/2019,PRODUTIVO
4092,1017517,30/8/2017,PRODUTIVO
3445,1017518,18/8/2017,PRODUTIVO
32005,1017519,18/9/2020,PRODUTIVO
3382,1017520,18/8/2017,PRODUTIVO
4906,1017557,21/9/2017,PRODUTIVO
1940,1017567,25/7/2017,PRODUTIVO
4992,1017669,25/9/2017,PRODUTIVO
1007,1017703,26/6/2017,PRODUTIVO
32385,1017775,9/10/2020,PRODUTIVO
39483,1017777,6/7/2021,PRODUTIVO
31169,1017779,6/8/2020,PRODUTIVO
30794,1017815,28/7/2020,PRODUTIVO
6981,1017825,28/11/2017,PRODUTIVO
30649,1017833,23/7/2020,PRODUTIVO
36969,1017836,18/3/2021,PRODUTIVO
4965,1017837,22/9/2017,PRODUTIVO
21981,1017853,23/5/2019,PRODUTIVO
11332,1017883,5/4/2018,PRODUTIVO
6010,1017884,23/10/2017,PRODUTIVO
6171,1017895,26/10/2017,SUSPENSO
650,1017897,14/6/2017,PRODUTIVO
1568,1017967,17/7/2017,PRODUTIVO
5326,1017968,3/10/2017,PRODUTIVO
5501,1017969,5/10/2017,PRODUTIVO
34358,1017978,18/1/2021,PRODUTIVO
30139,1017999,3/7/2020,PRODUTIVO
4809,1018036,19/9/2017,PRODUTIVO
34271,1018079,13/1/2021,PRODUTIVO
11321,1018080,5/4/2018,SUSPENSO
30364,1018081,13/7/2020,PRODUTIVO
11185,1018176,3/4/2018,PRODUTIVO
30217,1018236,7/7/2020,PRODUTIVO
30947,1018237,31/7/2020,DESATIVADO
5060,1018253,25/9/2017,PRODUTIVO
4409,1018263,5/9/2017,PRODUTIVO
4213,1018264,1/9/2017,DESATIVADO
322,1018265,2/6/2017,PRODUTIVO
6269,1018276,30/10/2017,PRODUTIVO
29088,1018277,26/3/2020,PRODUTIVO
40769,1018280,2/9/2021,PRODUTIVO
30258,1018281,8/7/2020,PRODUTIVO
29866,1018358,24/6/2020,PRODUTIVO
4209,1018361,1/9/2017,PRODUTIVO
2564,1018381,1/8/2017,PRODUTIVO
31455,1018413,19/8/2020,PRODUTIVO
31953,1018417,16/9/2020,DESATIVADO
5314,1018423,3/10/2017,PRODUTIVO
22363,1018480,18/6/2019,PRODUTIVO
9516,1018481,9/2/2018,DESATIVADO
4581,1018540,12/9/2017,DESATIVADO
10480,1018649,13/3/2018,PRODUTIVO
31652,1018655,28/8/2020,PRODUTIVO
4635,1018708,13/9/2017,PRODUTIVO
157,1018728,29/5/2017,PRODUTIVO
31036,1018755,3/8/2020,PRODUTIVO
30034,1018756,1/7/2020,PRODUTIVO
5186,1018779,1/10/2017,PRODUTIVO
4206,1018785,1/9/2017,PRODUTIVO
30412,1018795,14/7/2020,SUSPENSO
30657,1018796,23/7/2020,PRODUTIVO
1029,1018806,27/6/2017,PRODUTIVO
4475,1018821,7/9/2017,PRODUTIVO
41741,1018900,8/10/2021,PRODUTIVO
30620,1018902,22/7/2020,PRODUTIVO
29762,1018923,19/6/2020,PRODUTIVO
35017,1018947,9/2/2021,PRODUTIVO
7268,1018968,7/12/2017,PRODUTIVO
1790,1018977,21/7/2017,PRODUTIVO
9448,1018978,8/2/2018,PRODUTIVO
31859,1018994,10/9/2020,PRODUTIVO
6321,1019032,1/11/2017,PRODUTIVO
240,1019080,6/6/2017,PRODUTIVO
5883,1019095,18/10/2017,DESATIVADO
9498,1019102,9/2/2018,PRODUTIVO
31627,1019108,27/8/2020,PRODUTIVO
29943,1019115,26/6/2020,SUSPENSO
31976,1019170,17/9/2020,PRODUTIVO
30662,1019171,23/7/2020,PRODUTIVO
30658,1019197,23/7/2020,PRODUTIVO
31782,1019260,4/9/2020,PRODUTIVO
6508,1019357,9/11/2017,DESATIVADO
14171,1019371,17/8/2018,DESATIVADO
31889,1019441,11/9/2020,PRODUTIVO
2759,1019455,4/8/2017,PRODUTIVO
3641,1019456,22/8/2017,PRODUTIVO
3839,1019476,25/8/2017,PRODUTIVO
24730,1019477,19/11/2019,PRODUTIVO
152,1019480,26/5/2017,PRODUTIVO
29312,1019495,23/4/2020,PRODUTIVO
1875,1019503,24/7/2017,PRODUTIVO
3669,1019561,23/8/2017,PRODUTIVO
9767,1019640,19/2/2018,PRODUTIVO
30659,1019644,23/7/2020,PRODUTIVO
39962,1019751,28/7/2021,PRODUTIVO
6194,1019760,26/10/2017,PRODUTIVO
2710,1019776,3/8/2017,PRODUTIVO
41932,1019835,20/10/2021,PRODUTIVO
640,1019836,14/6/2017,PRODUTIVO
32278,1019843,2/10/2020,PRODUTIVO
306,1019848,5/6/2017,DESATIVADO
1519,1019872,17/7/2017,PRODUTIVO
32618,1019897,23/10/2020,PRODUTIVO
4523,1019902,12/9/2017,PRODUTIVO
4621,1019906,13/9/2017,DESATIVADO
31581,1019945,25/8/2020,PRODUTIVO
249,1019958,7/6/2017,PRODUTIVO
553,1019967,12/6/2017,SUSPENSO
3580,1019996,21/8/2017,DESATIVADO
30347,1020000,13/7/2020,PRODUTIVO
3265,1020002,16/8/2017,PRODUTIVO
29528,1020007,22/5/2020,PRODUTIVO
29883,1020012,24/6/2020,PRODUTIVO
97,1020028,2/6/2017,PRODUTIVO
13590,1020044,25/7/2018,PRODUTIVO
6817,1020054,22/11/2017,PRODUTIVO
7821,1020056,22/12/2017,PRODUTIVO
15259,1020112,3/10/2018,PRODUTIVO
5500,1020113,5/10/2017,PRODUTIVO
3300,1020114,17/8/2017,DESATIVADO
444,1020115,3/5/2017,PRODUTIVO
1032,1020118,27/6/2017,PRODUTIVO
30817,1020132,29/7/2020,PRODUTIVO
4303,1020174,4/9/2017,DESATIVADO
32007,1020177,18/9/2020,PRODUTIVO
371,1020178,8/6/2017,PRODUTIVO
31291,1020212,11/8/2020,PRODUTIVO
1369,1020253,13/7/2017,PRODUTIVO
2349,1020254,28/7/2017,DESATIVADO
30799,1020277,28/7/2020,SUSPENSO
30516,1020281,17/7/2020,PRODUTIVO
29727,1020340,18/6/2020,PRODUTIVO
10266,1020362,7/3/2018,PRODUTIVO
39982,1020366,29/7/2021,PRODUTIVO
111,1020386,23/5/2017,PRODUTIVO
1514,1020394,17/7/2017,PRODUTIVO
303,1020461,5/6/2017,PRODUTIVO
30085,1020603,2/7/2020,PRODUTIVO
153,1020621,26/5/2017,PRODUTIVO
13239,1020658,6/7/2018,PRODUTIVO
9622,1020659,14/2/2018,PRODUTIVO
7994,1020660,2/1/2018,PRODUTIVO
174,1020691,31/5/2017,PRODUTIVO
30043,1020717,1/7/2020,PRODUTIVO
635,1020726,14/6/2017,DESATIVADO
30218,1020766,7/7/2020,PRODUTIVO
1126,1020778,30/6/2017,PRODUTIVO
8815,1020799,25/1/2018,PRODUTIVO
23,1020862,1/6/2017,PRODUTIVO
40145,1020865,5/8/2021,PRODUTIVO
563,1020889,9/6/2017,PRODUTIVO
9459,1020913,8/2/2018,DESATIVADO
17781,1020914,18/1/2019,DESATIVADO
337,1020932,8/6/2017,PRODUTIVO
26942,1020945,3/3/2020,PRODUTIVO
5339,1020984,4/10/2017,DESATIVADO
30645,1020992,23/7/2020,PRODUTIVO
30568,1021002,21/7/2020,PRODUTIVO
1303,1021003,10/7/2017,PRODUTIVO
227,1021005,6/6/2017,PRODUTIVO
34413,1021034,19/1/2021,PRODUTIVO
159,1021059,26/5/2017,PRODUTIVO
31711,1021062,1/9/2020,PRODUTIVO
6168,1021080,26/10/2017,PRODUTIVO
30036,1021151,1/7/2020,PRODUTIVO
30469,1021180,16/7/2020,DESATIVADO
15929,1021262,30/10/2018,PRODUTIVO
6375,1021264,6/11/2017,DESATIVADO
8435,1021274,12/1/2018,PRODUTIVO
1263,1021293,7/7/2017,PRODUTIVO
2698,1021303,3/8/2017,PRODUTIVO
31624,1021338,27/8/2020,DESATIVADO
2976,1021394,10/8/2017,PRODUTIVO
29988,1021400,29/6/2020,PRODUTIVO
6044,1021420,24/10/2017,PRODUTIVO
980,1021423,22/5/2017,PRODUTIVO
26756,1021424,20/2/2020,PRODUTIVO
7996,1021429,2/1/2018,PRODUTIVO
5166,1021437,28/9/2017,PRODUTIVO
4383,1022853,5/9/2017,PRODUTIVO
187,1022858,5/6/2017,PRODUTIVO
9021,1022859,29/1/2018,PRODUTIVO
9025,1022860,29/1/2018,PRODUTIVO
2466,1022861,31/7/2017,PRODUTIVO
1864,1022862,24/7/2017,DESATIVADO
6629,1022865,14/11/2017,PRODUTIVO
1613,1022866,18/7/2017,PRODUTIVO
6510,1022868,9/11/2017,PRODUTIVO
30377,1022869,13/7/2020,PRODUTIVO
30674,1022871,24/7/2020,PRODUTIVO
6704,1022873,16/11/2017,PRODUTIVO
2305,1022878,27/7/2017,PRODUTIVO
29620,1022880,8/6/2020,PRODUTIVO
468,1022883,9/5/2017,DESATIVADO
31342,1022884,13/8/2020,PRODUTIVO
5887,1022887,18/10/2017,PRODUTIVO
4360,1022889,5/9/2017,PRODUTIVO
4814,1022892,19/9/2017,DESATIVADO
30675,1022894,24/7/2020,DESATIVADO
30698,1022901,24/7/2020,PRODUTIVO
3085,1022903,11/8/2017,PRODUTIVO
103,1022904,2/6/2017,PRODUTIVO
2332,1022905,28/7/2017,PRODUTIVO
305,1022906,5/6/2017,PRODUTIVO
29869,1022907,24/6/2020,SUSPENSO
7422,1022908,12/12/2017,PRODUTIVO
30579,1022910,21/7/2020,PRODUTIVO
164,1022912,26/5/2017,PRODUTIVO
31142,1022916,5/8/2020,PRODUTIVO
5694,1022919,10/10/2017,PRODUTIVO
29855,1022920,24/6/2020,PRODUTIVO
2709,1022926,3/8/2017,PRODUTIVO
3334,1022928,17/8/2017,PRODUTIVO
29671,1022933,11/6/2020,DESATIVADO
1114,1022936,30/6/2017,PRODUTIVO
10874,1022938,26/3/2018,PRODUTIVO
31783,1022940,4/9/2020,PRODUTIVO
32586,1022941,22/10/2020,DESATIVADO
30706,1022942,24/7/2020,PRODUTIVO
31238,1022943,10/8/2020,PRODUTIVO
31553,1022944,24/8/2020,PRODUTIVO
30370,1022945,13/7/2020,PRODUTIVO
1330,1022947,11/7/2017,PRODUTIVO
5971,1022948,20/10/2017,PRODUTIVO
729,1022952,20/6/2017,PRODUTIVO
30800,1022954,28/7/2020,PRODUTIVO
1212,1022955,5/7/2017,PRODUTIVO
1215,1022956,5/7/2017,PRODUTIVO
1129,1022957,30/6/2017,PRODUTIVO
840,1022958,22/6/2017,DESATIVADO
7030,1022960,29/11/2017,PRODUTIVO
36862,1022965,12/3/2021,PRODUTIVO
4716,1022966,15/9/2017,PRODUTIVO
41910,1022968,19/10/2021,PRODUTIVO
30105,1022971,2/7/2020,PRODUTIVO
334,1022972,8/6/2017,PRODUTIVO
30259,1022975,8/7/2020,PRODUTIVO
30007,1022976,30/6/2020,DESATIVADO
6270,1022978,30/10/2017,PRODUTIVO
31367,1022981,14/8/2020,SUSPENSO
32623,1022984,23/10/2020,PRODUTIVO
32644,1022985,26/10/2020,PRODUTIVO
31286,1022993,11/8/2020,PRODUTIVO
31784,1022994,4/9/2020,PRODUTIVO
30146,1022996,3/7/2020,PRODUTIVO
32187,1023007,29/9/2020,PRODUTIVO
2356,1023008,28/7/2017,PRODUTIVO
30558,1023010,21/7/2020,DESATIVADO
32269,1023011,1/10/2020,DESATIVADO
29903,1023013,25/6/2020,PRODUTIVO
34422,1023016,19/1/2021,PRODUTIVO
39752,1023017,19/7/2021,PRODUTIVO
30848,1023018,30/7/2020,PRODUTIVO
29709,1023020,17/6/2020,PRODUTIVO
30714,1023021,24/7/2020,PRODUTIVO
26772,1023024,21/2/2020,PRODUTIVO
24467,1023025,28/10/2019,PRODUTIVO
24329,1023028,17/10/2019,PRODUTIVO
29995,1023031,30/6/2020,PRODUTIVO
8656,1023032,19/1/2018,PRODUTIVO
30950,1023036,31/7/2020,PRODUTIVO
30600,1023038,22/7/2020,DESATIVADO
32796,1023041,6/11/2020,PRODUTIVO
24452,1023043,25/10/2019,PRODUTIVO
30360,1023044,13/7/2020,PRODUTIVO
42223,1023045,1/11/2021,PRODUTIVO
32704,1023046,28/10/2020,PRODUTIVO
4838,1023051,19/9/2017,PRODUTIVO
31644,1023054,28/8/2020,PRODUTIVO
13793,1023058,3/8/2018,PRODUTIVO
34152,1023059,11/1/2021,PRODUTIVO
1943,1023060,25/7/2017,PRODUTIVO
34882,1023062,4/2/2021,DESATIVADO
2881,1023065,8/8/2017,PRODUTIVO
3117,1023066,14/8/2017,PRODUTIVO
1493,1023067,13/7/2017,PRODUTIVO
1766,1023068,21/7/2017,PRODUTIVO
5046,1023069,25/9/2017,DESATIVADO
6766,1023073,20/11/2017,DESATIVADO
10739,1023075,21/3/2018,PRODUTIVO
2679,1023076,2/8/2017,PRODUTIVO
778,1023077,21/6/2017,PRODUTIVO
6944,1023078,27/11/2017,PRODUTIVO
26944,1023084,3/3/2020,PRODUTIVO
2613,1023087,1/8/2017,PRODUTIVO
42166,1023089,28/10/2021,PRODUTIVO
24,1023090,2/6/2017,PRODUTIVO
1933,1023091,25/7/2017,PRODUTIVO
34234,1023092,12/1/2021,PRODUTIVO
279,1023093,7/6/2017,DESATIVADO
29454,1023099,14/5/2020,PRODUTIVO
10913,1023100,27/3/2018,PRODUTIVO
9991,1023103,26/2/2018,PRODUTIVO
6167,1023104,26/10/2017,PRODUTIVO
33713,1023105,24/12/2020,PRODUTIVO
10155,1023106,2/3/2018,DESATIVADO
1834,1023111,17/7/2017,PRODUTIVO
457,1023112,5/5/2017,PRODUTIVO
29793,1023114,22/6/2020,PRODUTIVO
173,1023115,30/5/2017,PRODUTIVO
4060,1023119,30/8/2017,PRODUTIVO
1375,1023120,13/7/2017,DESATIVADO
12926,1023121,15/6/2018,PRODUTIVO
163,1023122,26/5/2017,PRODUTIVO
29751,1023123,19/6/2020,PRODUTIVO
1848,1023129,19/7/2017,PRODUTIVO
309,1023130,5/6/2017,DESATIVADO
2555,1023132,1/8/2017,PRODUTIVO
29352,1023134,28/4/2020,PRODUTIVO
10032,1023142,27/2/2018,PRODUTIVO
1867,1023146,24/7/2017,PRODUTIVO
2999,1023147,10/8/2017,PRODUTIVO
7674,1023152,18/12/2017,PRODUTIVO
30855,1023153,30/7/2020,PRODUTIVO
2145,1023154,16/6/2017,PRODUTIVO
4210,1023158,1/9/2017,PRODUTIVO
34162,1023159,11/1/2021,PRODUTIVO
8104,1023162,5/1/2018,PRODUTIVO
9505,1023168,9/2/2018,PRODUTIVO
2162,1023172,20/6/2017,PRODUTIVO
13204,1023176,5/7/2018,PRODUTIVO
4284,1023182,4/9/2017,PRODUTIVO
10765,1023183,22/3/2018,DESATIVADO
1021,1023186,27/6/2017,PRODUTIVO
7440,1023187,12/12/2017,PRODUTIVO
317,1023189,2/6/2017,PRODUTIVO
12202,1023190,4/5/2018,PRODUTIVO
6912,1023191,24/11/2017,PRODUTIVO
1258,1023194,7/7/2017,PRODUTIVO
26782,1023197,21/2/2020,PRODUTIVO
5696,1023199,10/10/2017,PRODUTIVO
6193,1023200,26/10/2017,PRODUTIVO
26757,1023201,20/2/2020,PRODUTIVO
15449,1023206,15/10/2018,DESATIVADO
1365,1023208,13/7/2017,DESATIVADO
32699,1023215,28/10/2020,PRODUTIVO
142,1023218,29/5/2017,DESATIVADO
39232,1023220,25/6/2021,DESATIVADO
40143,1023221,5/8/2021,PRODUTIVO
34164,1023222,11/1/2021,SUSPENSO
29801,1023223,22/6/2020,PRODUTIVO
7620,1023228,15/12/2017,PRODUTIVO
40517,1023229,24/8/2021,PRODUTIVO
32089,1023234,23/9/2020,PRODUTIVO
10452,1023241,12/3/2018,DESATIVADO
29640,1023244,9/6/2020,PRODUTIVO
30780,1023245,28/7/2020,PRODUTIVO
2887,1023247,8/8/2017,PRODUTIVO
6921,1023250,24/11/2017,PRODUTIVO
2152,1023253,20/6/2017,PRODUTIVO
29907,1023255,25/6/2020,PRODUTIVO
30058,1023256,1/7/2020,PRODUTIVO
33346,1023258,9/12/2020,PRODUTIVO
323,1023259,7/6/2017,PRODUTIVO
30849,1023261,30/7/2020,PRODUTIVO
1208,1023263,4/7/2017,PRODUTIVO
11933,1023265,24/4/2018,PRODUTIVO
12239,1023267,4/5/2018,PRODUTIVO
29834,1023270,23/6/2020,PRODUTIVO
11165,1023271,3/4/2018,PRODUTIVO
32186,1023273,29/9/2020,PRODUTIVO
30296,1023274,9/7/2020,PRODUTIVO
2367,1023275,28/7/2017,PRODUTIVO
7294,1023277,7/12/2017,PRODUTIVO
2481,1023278,31/7/2017,PRODUTIVO
34618,1023280,27/1/2021,PRODUTIVO
31907,1023282,14/9/2020,PRODUTIVO
34354,1023283,18/1/2021,DESATIVADO
4143,1023288,31/8/2017,PRODUTIVO
31416,1023289,18/8/2020,PRODUTIVO
13956,1023290,10/8/2018,PRODUTIVO
30181,1023292,6/7/2020,PRODUTIVO
30002,1023293,30/6/2020,PRODUTIVO
32283,1023295,2/10/2020,PRODUTIVO
30850,1023296,30/7/2020,PRODUTIVO
39657,1023297,13/7/2021,PRODUTIVO
30565,1023300,21/7/2020,PRODUTIVO
30140,1023301,3/7/2020,PRODUTIVO
32430,1023310,14/10/2020,PRODUTIVO
30548,1023311,20/7/2020,PRODUTIVO
7164,1023312,4/12/2017,PRODUTIVO
30045,1023314,1/7/2020,PRODUTIVO
736,1023315,20/6/2017,PRODUTIVO
4228,1023316,1/9/2017,PRODUTIVO
1362,1023320,13/7/2017,PRODUTIVO
39542,1023321,8/7/2021,PRODUTIVO
29614,1023323,5/6/2020,PRODUTIVO
42156,1023326,28/10/2021,PRODUTIVO
29890,1023328,24/6/2020,PRODUTIVO
31703,1023329,1/9/2020,PRODUTIVO
5796,1023332,16/10/2017,PRODUTIVO
29660,1023338,10/6/2020,PRODUTIVO
5039,1023339,25/9/2017,PRODUTIVO
29624,1023342,8/6/2020,PRODUTIVO
29615,1023343,5/6/2020,PRODUTIVO
10716,1023346,21/3/2018,PRODUTIVO
32003,1023347,18/9/2020,PRODUTIVO
5083,1023348,26/9/2017,PRODUTIVO
30297,1023349,9/7/2020,PRODUTIVO
10640,1023351,16/3/2018,PRODUTIVO
683,1023355,19/6/2017,PRODUTIVO
5837,1023365,17/10/2017,PRODUTIVO
15921,1023366,30/10/2018,PRODUTIVO
40776,1023368,2/9/2021,PRODUTIVO
8750,1023369,23/1/2018,DESATIVADO
40806,1023370,3/9/2021,PRODUTIVO
5071,1023371,26/9/2017,PRODUTIVO
475,1023372,12/6/2017,PRODUTIVO
22473,1023376,26/6/2019,PRODUTIVO
2320,1023378,27/7/2017,PRODUTIVO
20497,1023379,22/2/2019,PRODUTIVO
11804,1023382,19/4/2018,PRODUTIVO
2756,1023383,4/8/2017,PRODUTIVO
9805,1023385,20/2/2018,PRODUTIVO
362,1023386,8/6/2017,PRODUTIVO
29595,1023387,3/6/2020,PRODUTIVO
3740,1023388,24/8/2017,PRODUTIVO
37712,1023389,22/4/2021,PRODUTIVO
31464,1023390,19/8/2020,PRODUTIVO
1419,1023391,13/7/2017,PRODUTIVO
8982,1023392,29/1/2018,PRODUTIVO
4701,1023407,15/9/2017,PRODUTIVO
33912,1023409,5/1/2021,PRODUTIVO
21994,1023413,24/5/2019,PRODUTIVO
3648,1023414,22/8/2017,PRODUTIVO
29860,1023415,24/6/2020,PRODUTIVO
4215,1023419,1/9/2017,PRODUTIVO
31478,1023421,20/8/2020,PRODUTIVO
29761,1023422,19/6/2020,PRODUTIVO
10066,1023426,27/2/2018,PRODUTIVO
7263,1023432,7/12/2017,PRODUTIVO
1854,1023433,20/7/2017,PRODUTIVO
8802,1023437,25/1/2018,DESATIVADO
243,1023438,6/6/2017,PRODUTIVO
65,1023439,2/6/2017,PRODUTIVO
2360,1023440,28/7/2017,PRODUTIVO
145,1023442,26/5/2017,DESATIVADO
10759,1023445,22/3/2018,PRODUTIVO
13642,1023446,28/7/2018,PRODUTIVO
29928,1023447,26/6/2020,PRODUTIVO
30221,1023450,7/7/2020,PRODUTIVO
2884,1023456,8/8/2017,PRODUTIVO
30621,1023458,22/7/2020,PRODUTIVO
30733,1023459,27/7/2020,SUSPENSO
30680,1023461,24/7/2020,PRODUTIVO
30461,1023462,15/7/2020,PRODUTIVO
146,1023463,29/5/2017,PRODUTIVO
6542,1023464,10/11/2017,PRODUTIVO
40638,1023466,27/8/2021,PRODUTIVO
1764,1023468,21/7/2017,PRODUTIVO
1452,1023470,14/7/2017,PRODUTIVO
715,1023471,20/6/2017,PRODUTIVO
617,1023474,14/6/2017,PRODUTIVO
7261,1023476,7/12/2017,PRODUTIVO
41686,1023477,7/10/2021,PRODUTIVO
31745,1023478,2/9/2020,PRODUTIVO
31149,1023479,5/8/2020,PRODUTIVO
30865,1023480,30/7/2020,PRODUTIVO
12200,1023481,4/5/2018,PRODUTIVO
1264,1023488,7/7/2017,PRODUTIVO
3186,1023491,15/8/2017,PRODUTIVO
14507,1023493,4/9/2018,PRODUTIVO
915,1023496,23/6/2017,PRODUTIVO
2115,1023498,8/6/2017,PRODUTIVO
30298,1023501,9/7/2020,PRODUTIVO
29871,1023502,24/6/2020,PRODUTIVO
18,1023504,1/6/2017,PRODUTIVO
178,1023505,30/5/2017,DESATIVADO
31712,1023508,1/9/2020,PRODUTIVO
31977,1023513,17/9/2020,PRODUTIVO
40111,1023516,4/8/2021,PRODUTIVO
9960,1023518,23/2/2018,PRODUTIVO
946,1023520,22/5/2017,PRODUTIVO
14477,1023522,31/8/2018,PRODUTIVO
41206,1023523,20/9/2021,PRODUTIVO
30273,1023525,8/7/2020,PRODUTIVO
7024,1023526,29/11/2017,PRODUTIVO
1030,1023528,27/6/2017,PRODUTIVO
4211,1023530,1/9/2017,PRODUTIVO
7881,1023531,26/12/2017,PRODUTIVO
33874,1023533,4/1/2021,PRODUTIVO
1517,1023536,17/7/2017,PRODUTIVO
4273,1023541,4/9/2017,PRODUTIVO
33206,1023543,3/12/2020,SUSPENSO
41653,1023547,6/10/2021,PRODUTIVO
1901,1023556,24/7/2017,PRODUTIVO
11003,1023557,28/3/2018,PRODUTIVO
7474,1023568,12/12/2017,PRODUTIVO
6576,1023570,13/11/2017,PRODUTIVO
37533,1023578,14/4/2021,PRODUTIVO
34643,1023587,27/1/2021,PRODUTIVO
5908,1023591,19/10/2017,DESATIVADO
29909,1023592,25/6/2020,PRODUTIVO
17267,1023594,19/12/2018,PRODUTIVO
31645,1023598,28/8/2020,DESATIVADO
1520,1023601,17/7/2017,DESATIVADO
321,1023602,5/6/2017,PRODUTIVO
31072,1023612,3/8/2020,PRODUTIVO
6473,1023613,8/11/2017,PRODUTIVO
30249,1023634,8/7/2020,PRODUTIVO
35006,1023648,9/2/2021,PRODUTIVO
29861,1023650,24/6/2020,PRODUTIVO
29929,1023651,26/6/2020,PRODUTIVO
32358,1023655,8/10/2020,PRODUTIVO
29592,1023656,3/6/2020,PRODUTIVO
129,1023658,22/5/2017,PRODUTIVO
11838,1023659,20/4/2018,PRODUTIVO
4922,1023661,21/9/2017,PRODUTIVO
31382,1023662,17/8/2020,PRODUTIVO
6182,1023664,26/10/2017,PRODUTIVO
29930,1023666,26/6/2020,PRODUTIVO
7169,1023676,4/12/2017,PRODUTIVO
12,1023677,31/5/2017,DESATIVADO
29922,1023680,26/6/2020,PRODUTIVO
31041,1023682,3/8/2020,PRODUTIVO
